Time [s],HSYNC,VSYNC,INTENSITY,VIDEO
419342000,0,1,0,1
419342083,0,1,0,0
419342250,0,1,0,1
419342333,0,1,0,0
419342500,0,1,0,1
419342583,0,1,0,0
419342750,0,1,0,1
419342833,0,1,0,0
419343000,0,1,0,1
419343083,0,1,0,0
419343250,0,1,0,1
419343333,0,1,0,0
419343500,0,1,0,1
419343583,0,1,0,0
419343750,0,1,0,1
419343833,0,1,0,0
419344000,0,1,0,1
419344083,0,1,0,0
419344250,0,1,0,1
419344333,0,1,0,0
419344500,0,1,0,1
419344583,0,1,0,0
419344750,0,1,0,1
419344833,0,1,0,0
419345000,0,1,0,1
419345083,0,1,0,0
419345250,0,1,0,1
419345333,0,1,0,0
419345500,0,1,0,1
419345583,0,1,0,0
419345750,0,1,0,1
419345833,0,1,0,0
419346000,0,1,0,1
419346083,0,1,0,0
419346250,0,1,0,1
419346333,0,1,0,0
419346500,0,1,0,1
419346583,0,1,0,0
419346750,0,1,0,1
419346833,0,1,0,0
419347000,0,1,0,1
419347083,0,1,0,0
419347250,0,1,0,1
419347333,0,1,0,0
419347500,0,1,0,1
419347583,0,1,0,0
419347750,0,1,0,1
419347833,0,1,0,0
419348000,0,1,0,1
419348083,0,1,0,0
419348250,0,1,0,1
419348333,0,1,0,0
419348500,0,1,0,1
419348583,0,1,0,0
419348750,0,1,0,1
419348833,0,1,0,0
419349000,0,1,0,1
419349083,0,1,0,0
419349250,0,1,0,1
419349333,0,1,0,0
419349500,0,1,0,1
419349583,0,1,0,0
419349750,0,1,0,1
419349833,0,1,0,0
419350000,0,1,0,1
419350083,0,1,0,0
419350250,0,1,0,1
419350333,0,1,0,0
419350500,0,1,0,1
419350583,0,1,0,0
419350750,0,1,0,1
419350833,0,1,0,0
419351000,0,1,0,1
419351083,0,1,0,0
419351250,0,1,0,1
419351333,0,1,0,0
419351500,0,1,0,1
419351583,0,1,0,0
419351750,0,1,0,1
419351833,0,1,0,0
419352000,0,1,0,1
419352083,0,1,0,0
419352250,0,1,0,1
419352333,0,1,0,0
419352500,0,1,0,1
419352583,0,1,0,0
419352750,0,1,0,1
419352833,0,1,0,0
419353000,0,1,0,1
419353083,0,1,0,0
419353250,0,1,0,1
419353333,0,1,0,0
419353500,0,1,0,1
419353583,0,1,0,0
419353750,0,1,0,1
419353833,0,1,0,0
419354000,0,1,0,1
419354083,0,1,0,0
419354250,0,1,0,1
419354333,0,1,0,0
419354500,0,1,0,1
419354583,0,1,0,0
419354750,0,1,0,1
419354833,0,1,0,0
419355000,0,1,0,1
419355083,0,1,0,0
419355250,0,1,0,1
419355333,0,1,0,0
419355500,0,1,0,1
419355583,0,1,0,0
419355750,0,1,0,1
419355833,0,1,0,0
419356000,0,1,0,1
419356083,0,1,0,0
419356250,0,1,0,1
419356333,0,1,0,0
419356500,0,1,0,1
419356583,0,1,0,0
419356750,0,1,0,1
419356833,0,1,0,0
419357000,0,1,0,1
419357083,0,1,0,0
419357250,0,1,0,1
419357333,0,1,0,0
419357500,0,1,0,1
419357583,0,1,0,0
419357750,0,1,0,1
419357833,0,1,0,0
419358000,0,1,0,1
419358083,0,1,0,0
419358250,0,1,0,1
419358333,0,1,0,0
419358500,0,1,0,1
419358583,0,1,0,0
419358750,0,1,0,1
419358833,0,1,0,0
419359000,0,1,0,1
419359083,0,1,0,0
419359250,0,1,0,1
419359333,0,1,0,0
419359500,0,1,0,1
419359583,0,1,0,0
419359750,0,1,0,1
419359833,0,1,0,0
419360000,0,1,0,1
419360083,0,1,0,0
419360250,0,1,0,1
419360333,0,1,0,0
419360500,0,1,0,1
419360583,0,1,0,0
419360750,0,1,0,1
419360833,0,1,0,0
419361000,0,1,0,1
419361083,0,1,0,0
419361250,0,1,0,1
419361333,0,1,0,0
419361500,0,1,0,1
419361583,0,1,0,0
419361750,0,1,0,1
419361833,0,1,0,0
419362000,0,1,0,1
419362083,0,1,0,0
419362250,0,1,0,1
419362333,0,1,0,0
419362500,0,1,0,1
419362583,0,1,0,0
419362750,0,1,0,1
419362833,0,1,0,0
419363000,0,1,0,1
419363083,0,1,0,0
419363250,0,1,0,1
419363333,0,1,0,0
419363500,0,1,0,1
419363583,0,1,0,0
419363750,0,1,0,1
419363833,0,1,0,0
419364000,0,1,0,1
419364083,0,1,0,0
419364250,0,1,0,1
419364333,0,1,0,0
419364500,0,1,0,1
419364583,0,1,0,0
419364750,0,1,0,1
419364833,0,1,0,0
419365000,0,1,0,1
419365083,0,1,0,0
419365250,0,1,0,1
419365333,0,1,0,0
419365500,0,1,0,1
419365583,0,1,0,0
419365750,0,1,0,1
419365833,0,1,0,0
419366000,0,1,0,1
419366083,0,1,0,0
419366250,0,1,0,1
419366333,0,1,0,0
419366500,0,1,0,1
419366583,0,1,0,0
419366750,0,1,0,1
419366833,0,1,0,0
419367000,0,1,0,1
419367083,0,1,0,0
419367250,0,1,0,1
419367333,0,1,0,0
419367500,0,1,0,1
419367583,0,1,0,0
419367750,0,1,0,1
419367833,0,1,0,0
419368000,0,1,0,1
419368083,0,1,0,0
419368250,0,1,0,1
419368333,0,1,0,0
419368500,0,1,0,1
419368583,0,1,0,0
419368750,0,1,0,1
419368833,0,1,0,0
419369000,0,1,0,1
419369083,0,1,0,0
419369250,0,1,0,1
419369333,0,1,0,0
419369500,0,1,0,1
419369583,0,1,0,0
419369750,0,1,0,1
419369833,0,1,0,0
419370000,0,1,0,1
419370083,0,1,0,0
419370250,0,1,0,1
419370333,0,1,0,0
419370500,0,1,0,1
419370583,0,1,0,0
419370750,0,1,0,1
419370833,0,1,0,0
419371000,0,1,0,1
419371083,0,1,0,0
419371250,0,1,0,1
419371333,0,1,0,0
419371500,0,1,0,1
419371583,0,1,0,0
419371750,0,1,0,1
419371833,0,1,0,0
419372000,0,1,0,1
419372083,0,1,0,0
419372250,0,1,0,1
419372333,0,1,0,0
419372500,0,1,0,1
419372583,0,1,0,0
419372750,0,1,0,1
419372833,0,1,0,0
419373000,0,1,0,1
419373083,0,1,0,0
419373250,0,1,0,1
419373333,0,1,0,0
419373500,0,1,0,1
419373583,0,1,0,0
419373750,0,1,0,1
419373833,0,1,0,0
419374000,0,1,0,1
419374083,0,1,0,0
419374250,0,1,0,1
419374333,0,1,0,0
419374500,0,1,0,1
419374583,0,1,0,0
419374750,0,1,0,1
419374833,0,1,0,0
419375000,0,1,0,1
419375083,0,1,0,0
419375250,0,1,0,1
419375333,0,1,0,0
419375500,0,1,0,1
419375583,0,1,0,0
419375750,0,1,0,1
419375833,0,1,0,0
419376000,0,1,0,1
419376083,0,1,0,0
419376250,0,1,0,1
419376333,0,1,0,0
419376500,0,1,0,1
419376583,0,1,0,0
419376750,0,1,0,1
419376833,0,1,0,0
419377000,0,1,0,1
419377083,0,1,0,0
419377250,0,1,0,1
419377333,0,1,0,0
419377500,0,1,0,1
419377583,0,1,0,0
419377750,0,1,0,1
419377833,0,1,0,0
419378000,0,1,0,1
419378083,0,1,0,0
419378250,0,1,0,1
419378333,0,1,0,0
419378500,0,1,0,1
419378583,0,1,0,0
419378750,0,1,0,1
419378833,0,1,0,0
419379000,0,1,0,1
